2014,1,1,0,0,0
2014,1,9,0,0,0
2014,1,17,0,0,0
2014,1,25,0,0,0
2014,2,2,0,0,0
2014,2,10,0,0,0
2014,2,18,0,0,0
2014,2,26,0,0,0
2014,3,6,0,0,0
2014,3,14,0,0,0
2014,3,22,0,0,0
2014,3,30,0,0,0
2014,4,7,0,0,0
2014,4,15,0,0,0
2014,4,23,0,0,0
2014,5,1,0,0,0
2014,5,9,0,0,0
2014,5,17,0,0,0
2014,5,25,0,0,0
2014,6,2,0,0,0
2014,6,10,0,0,0
2014,6,18,0,0,0
2014,6,26,0,0,0
2014,7,4,0,0,0
2014,7,12,0,0,0
2014,7,20,0,0,0
2014,7,28,0,0,0
2014,8,5,0,0,0
2014,8,13,0,0,0
2014,8,21,0,0,0
2014,8,29,0,0,0
2014,9,6,0,0,0
2014,9,14,0,0,0
2014,9,22,0,0,0
2014,9,30,0,0,0
2014,10,8,0,0,0
2014,10,16,0,0,0
2014,10,24,0,0,0
2014,11,1,0,0,0
2014,11,9,0,0,0
2014,11,17,0,0,0
2014,11,25,0,0,0
2014,12,3,0,0,0
2014,12,11,0,0,0
2014,12,19,0,0,0
2014,12,27,0,0,0
2015,1,1,0,0,0
2015,1,9,0,0,0
2015,1,17,0,0,0
2015,1,25,0,0,0
2015,2,2,0,0,0
2015,2,10,0,0,0
2015,2,18,0,0,0
2015,2,26,0,0,0
2015,3,6,0,0,0
2015,3,14,0,0,0
2015,3,22,0,0,0
2015,3,30,0,0,0
2015,4,7,0,0,0
2015,4,15,0,0,0
2015,4,23,0,0,0
2015,5,1,0,0,0
2015,5,9,0,0,0
2015,5,17,0,0,0
2015,5,25,0,0,0
2015,6,2,0,0,0
2015,6,10,0,0,0
2015,6,18,0,0,0
2015,6,26,0,0,0
2015,7,4,0,0,0
2015,7,12,0,0,0
2015,7,20,0,0,0
2015,7,28,0,0,0
2015,8,5,0,0,0
2015,8,13,0,0,0
2015,8,21,0,0,0
2015,8,29,0,0,0
2015,9,6,0,0,0
2015,9,14,0,0,0
2015,9,22,0,0,0
2015,9,30,0,0,0
2015,10,8,0,0,0
2015,10,16,0,0,0
2015,10,24,0,0,0
2015,11,1,0,0,0
2015,11,9,0,0,0
2015,11,17,0,0,0
2015,11,25,0,0,0
2015,12,3,0,0,0
2015,12,11,0,0,0
2015,12,19,0,0,0
2015,12,27,0,0,0
2016,1,1,0,0,0
2016,1,9,0,0,0
2016,1,17,0,0,0
2016,1,25,0,0,0
2016,2,2,0,0,0
2016,2,10,0,0,0
2016,2,18,0,0,0
2016,2,26,0,0,0
2016,3,5,0,0,0
2016,3,13,0,0,0
2016,3,21,0,0,0
2016,3,29,0,0,0
2016,4,6,0,0,0
2016,4,14,0,0,0
2016,4,22,0,0,0
2016,4,30,0,0,0
2016,5,8,0,0,0
2016,5,16,0,0,0
2016,5,24,0,0,0
2016,6,1,0,0,0
2016,6,9,0,0,0
2016,6,17,0,0,0
2016,6,25,0,0,0
2016,7,3,0,0,0
2016,7,11,0,0,0
2016,7,19,0,0,0
2016,7,27,0,0,0
2016,8,4,0,0,0
2016,8,12,0,0,0
2016,8,20,0,0,0
2016,8,28,0,0,0
2016,9,5,0,0,0
2016,9,13,0,0,0
2016,9,21,0,0,0
2016,9,29,0,0,0
2016,10,7,0,0,0
2016,10,15,0,0,0
2016,10,23,0,0,0
2016,10,31,0,0,0
2016,11,8,0,0,0
2016,11,16,0,0,0
2016,11,24,0,0,0
2016,12,2,0,0,0
2016,12,10,0,0,0
2016,12,18,0,0,0
2016,12,26,0,0,0
2017,1,1,0,0,0
2017,1,9,0,0,0
2017,1,17,0,0,0
2017,1,25,0,0,0
2017,2,2,0,0,0
2017,2,10,0,0,0
2017,2,18,0,0,0
2017,2,26,0,0,0
2017,3,6,0,0,0
2017,3,14,0,0,0
2017,3,22,0,0,0
2017,3,30,0,0,0
2017,4,7,0,0,0
2017,4,15,0,0,0
2017,4,23,0,0,0
2017,5,1,0,0,0
2017,5,9,0,0,0
2017,5,17,0,0,0
2017,5,25,0,0,0
2017,6,2,0,0,0
2017,6,10,0,0,0
2017,6,18,0,0,0
2017,6,26,0,0,0
2017,7,4,0,0,0
2017,7,12,0,0,0
2017,7,20,0,0,0
2017,7,28,0,0,0
2017,8,5,0,0,0
2017,8,13,0,0,0
2017,8,21,0,0,0
2017,8,29,0,0,0
2017,9,6,0,0,0
2017,9,14,0,0,0
2017,9,22,0,0,0
2017,9,30,0,0,0
2017,10,8,0,0,0
2017,10,16,0,0,0
2017,10,24,0,0,0
2017,11,1,0,0,0
2017,11,9,0,0,0
2017,11,17,0,0,0
2017,11,25,0,0,0
2017,12,3,0,0,0
2017,12,11,0,0,0
2017,12,19,0,0,0
2017,12,27,0,0,0
2018,1,1,0,0,0
2018,1,9,0,0,0
2018,1,17,0,0,0
2018,1,25,0,0,0
2018,2,2,0,0,0
2018,2,10,0,0,0
2018,2,18,0,0,0
2018,2,26,0,0,0
2018,3,6,0,0,0
2018,3,14,0,0,0
2018,3,22,0,0,0
2018,3,30,0,0,0
2018,4,7,0,0,0
2018,4,15,0,0,0
2018,4,23,0,0,0
2018,5,1,0,0,0
2018,5,9,0,0,0
2018,5,17,0,0,0
2018,5,25,0,0,0
2018,6,2,0,0,0
2018,6,10,0,0,0
2018,6,18,0,0,0
2018,6,26,0,0,0
2018,7,4,0,0,0
2018,7,12,0,0,0
2018,7,20,0,0,0
2018,7,28,0,0,0
2018,8,5,0,0,0
2018,8,13,0,0,0
2018,8,21,0,0,0
2018,8,29,0,0,0
2018,9,6,0,0,0
2018,9,14,0,0,0
2018,9,22,0,0,0
2018,9,30,0,0,0
2018,10,8,0,0,0
2018,10,16,0,0,0
2018,10,24,0,0,0
2018,11,1,0,0,0
2018,11,9,0,0,0
2018,11,17,0,0,0
2018,11,25,0,0,0
2018,12,3,0,0,0
2018,12,11,0,0,0
2018,12,19,0,0,0
2018,12,27,0,0,0
2019,1,1,0,0,0
2019,1,9,0,0,0
2019,1,17,0,0,0
2019,1,25,0,0,0
2019,2,2,0,0,0
2019,2,10,0,0,0
2019,2,18,0,0,0
2019,2,26,0,0,0
2019,3,6,0,0,0
2019,3,14,0,0,0
2019,3,22,0,0,0
2019,3,30,0,0,0
2019,4,7,0,0,0
2019,4,15,0,0,0
2019,4,23,0,0,0
2019,5,1,0,0,0
2019,5,9,0,0,0
2019,5,17,0,0,0
2019,5,25,0,0,0
2019,6,2,0,0,0
2019,6,10,0,0,0
2019,6,18,0,0,0
2019,6,26,0,0,0
2019,7,4,0,0,0
2019,7,12,0,0,0
2019,7,20,0,0,0
2019,7,28,0,0,0
2019,8,5,0,0,0
2019,8,13,0,0,0
2019,8,21,0,0,0
2019,8,29,0,0,0
2019,9,6,0,0,0
2019,9,14,0,0,0
2019,9,22,0,0,0
2019,9,30,0,0,0
2019,10,8,0,0,0
2019,10,16,0,0,0
2019,10,24,0,0,0
2019,11,1,0,0,0
2019,11,9,0,0,0
2019,11,17,0,0,0
2019,11,25,0,0,0
2019,12,3,0,0,0
2019,12,11,0,0,0
2019,12,19,0,0,0
2019,12,27,0,0,0
2020,1,1,0,0,0
2020,1,9,0,0,0
2020,1,17,0,0,0
2020,1,25,0,0,0
2020,2,2,0,0,0
2020,2,10,0,0,0
2020,2,18,0,0,0
2020,2,26,0,0,0
2020,3,5,0,0,0
2020,3,13,0,0,0
2020,3,21,0,0,0
2020,3,29,0,0,0
2020,4,6,0,0,0
2020,4,14,0,0,0
2020,4,22,0,0,0
2020,4,30,0,0,0
2020,5,8,0,0,0
2020,5,16,0,0,0
2020,5,24,0,0,0
2020,6,1,0,0,0
2020,6,9,0,0,0
2020,6,17,0,0,0
2020,6,25,0,0,0
2020,7,3,0,0,0
2020,7,11,0,0,0
2020,7,19,0,0,0
2020,7,27,0,0,0
2020,8,4,0,0,0
2020,9,5,0,0,0
2020,9,13,0,0,0
2020,9,21,0,0,0
2020,9,29,0,0,0
2020,10,7,0,0,0
2020,10,15,0,0,0
2020,10,23,0,0,0
2020,10,31,0,0,0
2020,11,8,0,0,0
2020,11,16,0,0,0
2020,11,24,0,0,0
2020,12,2,0,0,0
2020,12,10,0,0,0
2020,12,18,0,0,0
2020,12,26,0,0,0
2021,1,1,0,0,0
2021,1,9,0,0,0
2021,1,17,0,0,0
2021,1,25,0,0,0
2021,2,2,0,0,0
2021,2,10,0,0,0
2021,2,18,0,0,0
2021,2,26,0,0,0
2021,3,6,0,0,0
2021,3,14,0,0,0
2021,3,22,0,0,0
2021,3,30,0,0,0
2021,4,7,0,0,0
2021,4,15,0,0,0
2021,4,23,0,0,0
